white_share,n_crimes,n_searches,lsoa_id,rel_size
0.956834532374101,565,5,212,7.73754255648406e-05
0.1746126340882,767,83,213,0.00128443206437635
0.613062230437461,665,4,214,6.19003404518725e-05
0.818025258323766,1159,4,215,6.19003404518725e-05
0.883838383838384,2689,129,216,0.00199628597957289
0.764280549530007,623,22,217,0.000340451872485299
0.871012482662968,745,18,218,0.000278551532033426
0.610480349344978,1888,95,219,0.00147013308573197
0.956645344705046,1178,16,220,0.00024760136180749
0.294608472400514,3007,77,221,0.00119158155369855
0.692643391521197,1491,31,222,0.000479727638502012
0.82921511627907,643,11,223,0.000170225936242649
0.88655737704918,897,32,224,0.00049520272361498
0.599760335530258,2001,27,225,0.000417827298050139
0.891304347826087,1084,14,226,0.000216651191581554
0.689706987227648,1157,16,227,0.00024760136180749
0.836034912718205,1672,58,228,0.000897554936552151
0.149890590809628,4446,59,229,0.000913030021665119
0.724821973550356,2100,44,230,0.000680903744970597
0.101771336553945,2030,47,231,0.000727329000309502
0.746968898260411,1355,11,232,0.000170225936242649
0.85140562248996,1046,11,233,0.000170225936242649
0.878877400295421,815,16,234,0.00024760136180749
0.780927835051546,1040,31,235,0.000479727638502012
0.337990685296075,5051,313,236,0.00484370164035902
0.283890577507599,1490,60,237,0.000928505106778087
0.139216904909882,1406,33,238,0.000510677808727948
0.844334433443344,1113,12,239,0.000185701021355617
0.944891640866873,1572,31,240,0.000479727638502012
0.939477303988996,497,3,241,4.64252553389044e-05
0.699814700432366,722,13,242,0.000201176106468586
0.0585516178736518,1673,49,243,0.000758279170535438
0.714384989576095,1437,9,244,0.000139275766016713
0.763770584894946,1240,13,245,0.000201176106468586
0.797396717600453,2098,52,246,0.000804704425874342
0.818481848184818,603,5,247,7.73754255648406e-05
0.943001443001443,700,15,248,0.000232126276694522
0.95873786407767,1075,7,249,0.000108325595790777
0.805084745762712,987,1,250,1.54750851129681e-05
0.80396174863388,1662,14,251,0.000216651191581554
0.581758957654723,1769,18,252,0.000278551532033426
0.732512953367876,1269,45,253,0.000696378830083565
0.374288039056143,3116,44,254,0.000680903744970597
0.601700921332388,1085,8,255,0.000123800680903745
0.663573085846868,2274,36,256,0.000557103064066852
0.297459893048128,3142,96,257,0.00148560817084494
0.900050226017077,1900,16,258,0.00024760136180749
0.70473401659346,2149,26,259,0.000402352212937171
0.794762915782024,848,11,260,0.000170225936242649
0.340985442329227,3104,51,261,0.000789229340761374
0.896067415730337,1840,26,262,0.000402352212937171
0.923076923076923,1029,12,263,0.000185701021355617
0.463466666666667,4483,154,264,0.00238316310739709
0.786608600979859,2282,50,265,0.000773754255648406
0.965156794425087,562,19,266,0.000294026617146394
0.952868852459016,676,4,267,6.19003404518725e-05
0.352839931153184,2363,143,268,0.00221293717115444
0.690346083788707,2107,49,269,0.000758279170535438
0.337708228167592,1550,37,270,0.000572578149179821
0.940677966101695,1303,21,271,0.000324976787372331
0.875709779179811,1330,30,272,0.000464252553389044
0.935849056603774,557,9,273,0.000139275766016713
0.514348785871965,1045,25,274,0.000386877127824203
0.190391459074733,1946,111,275,0.00171773444753946
0.895924308588064,1218,17,276,0.000263076446920458
0.351704545454545,2028,73,277,0.00112968121324667
0.103333333333333,1413,36,278,0.000557103064066852
0.947916666666667,330,12,279,0.000185701021355617
0.889617908143574,2314,13,280,0.000201176106468586
0.825418994413408,1650,16,281,0.00024760136180749
0.784732824427481,630,3,282,4.64252553389044e-05
0.726336123631681,1456,14,283,0.000216651191581554
0.887931034482759,791,8,284,0.000123800680903745
0.954513645906228,682,10,285,0.000154750851129681
0.748958953004164,2707,34,286,0.000526152893840916
0.189189189189189,2538,101,287,0.00156298359640978
0.895795246800731,883,21,288,0.000324976787372331
0.777005685407454,963,10,289,0.000154750851129681
0.942307692307692,904,18,290,0.000278551532033426
0.866152768044849,1609,38,291,0.000588053234292789
0.94155427103404,294,19,292,0.000294026617146394
0.0549725137431284,1569,48,293,0.00074280408542247
0.87747287811104,586,4,294,6.19003404518725e-05
0.930897009966777,803,8,295,0.000123800680903745
0.888346127006281,2369,26,296,0.000402352212937171
0.718176060797973,1519,31,297,0.000479727638502012
0.127348643006263,1733,66,298,0.0010213556174559
0.0827740492170022,642,40,299,0.000619003404518725
0.836294416243655,1003,15,300,0.000232126276694522
0.96986301369863,670,9,301,0.000139275766016713
0.764782326185835,408,6,302,9.28505106778087e-05
0.908305647840532,2005,35,303,0.000541627978953884
0.322002472187886,1750,59,304,0.000913030021665119
0.883966244725738,1174,18,305,0.000278551532033426
0.0776470588235294,1287,46,306,0.000711853915196534
0.929384965831435,567,8,307,0.000123800680903745
0.311193111931119,1055,17,308,0.000263076446920458
0.870172555464256,1064,18,309,0.000278551532033426
0.931171409662475,644,9,310,0.000139275766016713
0.961821835231078,1227,19,311,0.000294026617146394
0.807060255629945,823,4,312,6.19003404518725e-05
0.909375,863,11,313,0.000170225936242649
0.963235294117647,720,10,314,0.000154750851129681
0.696655132641292,1420,14,315,0.000216651191581554
0.240147783251232,1489,68,316,0.00105230578768183
0.899750933997509,1499,35,317,0.000541627978953884
0.913618677042802,1572,24,318,0.000371402042711235
0.737037037037037,1003,20,319,0.000309501702259362
0.818459657701711,1195,18,320,0.000278551532033426
0.486411149825784,1821,35,321,0.000541627978953884
0.62962962962963,1094,30,322,0.000464252553389044
0.972865651886168,1074,14,323,0.000216651191581554
0.94299128101945,965,28,324,0.000433302383163107
0.90779702970297,2055,19,325,0.000294026617146394
0.949375410913872,304,3,326,4.64252553389044e-05
0.777104784978801,1072,10,327,0.000154750851129681
0.431192660550459,2215,38,328,0.000588053234292789
0.966707768187423,1099,9,329,0.000139275766016713
0.957207207207207,553,4,330,6.19003404518725e-05
0.631044487427466,3814,89,331,0.00137728257505416
0.130992572586091,1991,133,332,0.00205818632002476
0.953580901856764,846,12,333,0.000185701021355617
0.130589430894309,3113,70,334,0.00108325595790777
0.736741214057508,729,9,335,0.000139275766016713
0.708814589665654,430,8,336,0.000123800680903745
0.73525721455458,4824,139,337,0.00215103683070257
0.409691629955947,2581,73,338,0.00112968121324667
0.760449157829071,1667,32,339,0.00049520272361498
0.850855745721271,1418,12,340,0.000185701021355617
0.830581478822685,966,12,341,0.000185701021355617
0.794790343074968,655,13,342,0.000201176106468586
0.701515151515152,570,16,343,0.00024760136180749
0.889686684073107,2255,52,344,0.000804704425874342
0.682721252257676,3317,74,345,0.00114515629835964
0.856651376146789,834,9,346,0.000139275766016713
0.396761133603239,1761,55,347,0.000851129681213247
0.813938618925831,2188,58,348,0.000897554936552151
0.896156439649359,2083,37,349,0.000572578149179821
0.636981645139361,1358,20,350,0.000309501702259362
0.83448275862069,690,11,351,0.000170225936242649
0.893995098039216,370,2,352,3.09501702259362e-05
0.558206796818511,23002,752,353,0.011637264004952
0.741798941798942,1811,39,354,0.000603528319405757
0.703358208955224,2292,13,355,0.000201176106468586
0.7920384351407,954,18,356,0.000278551532033426
0.911710606989577,852,17,357,0.000263076446920458
0.5,1477,21,358,0.000324976787372331
0.5,1225,22,359,0.000340451872485299
0.937359170797657,2695,43,360,0.000665428659857629
0.700922266139657,851,9,361,0.000139275766016713
0.94547134935305,2103,45,362,0.000696378830083565
0.0723032069970846,1968,64,363,0.00099040544722996
0.32602252519265,2963,82,364,0.00126895697926339
0.447883765003159,690,5,365,7.73754255648406e-05
0.944242424242424,1141,19,366,0.000294026617146394
0.800965018094089,2096,30,367,0.000464252553389044
0.667333333333333,1156,22,368,0.000340451872485299
0.976744186046512,787,11,369,0.000170225936242649
0.806779661016949,1071,25,370,0.000386877127824203
0.523394994559304,2718,22,371,0.000340451872485299
0.89978976874562,573,30,372,0.000464252553389044
0.903098591549296,3631,47,373,0.000727329000309502
0.872005044136192,1664,51,374,0.000789229340761374
0.916138125440451,664,8,375,0.000123800680903745
0.839881393624907,1260,10,376,0.000154750851129681
0.400114810562572,628,16,377,0.00024760136180749
0.825235678027556,1238,21,378,0.000324976787372331
0.837939698492462,676,12,379,0.000185701021355617
0.645038167938931,2702,54,380,0.000835654596100279
0.63305978898007,1571,24,381,0.000371402042711235
0.176702862783811,1877,88,382,0.00136180748994119
0.979121670266379,1213,21,383,0.000324976787372331
0.756578947368421,1954,28,384,0.000433302383163107
0.908446163765313,568,4,385,6.19003404518725e-05
0.881203007518797,579,25,386,0.000386877127824203
0.888294314381271,2126,6,387,9.28505106778087e-05
0.893095768374165,1005,12,388,0.000185701021355617
0.456371625863151,1481,89,389,0.00137728257505416
0.78663629460896,986,40,390,0.000619003404518725
0.494705882352941,854,21,391,0.000324976787372331
0.751381215469613,488,4,392,6.19003404518725e-05
0.292975442604226,4658,125,393,0.00193438563912102
0.831775700934579,1269,10,394,0.000154750851129681
0.991602519244227,413,2,395,3.09501702259362e-05
0.701519756838906,1807,37,396,0.000572578149179821
0.941958041958042,1160,4,397,6.19003404518725e-05
0.680851063829787,2709,38,398,0.000588053234292789
0.25748502994012,2056,52,399,0.000804704425874342
0.585365853658537,1352,77,400,0.00119158155369855
0.200509229789943,953,30,401,0.000464252553389044
0.486454652532391,25526,1355,402,0.0209687403280718
0.967720685111989,584,24,403,0.000371402042711235
0.972992700729927,373,7,404,0.000108325595790777
0.975940777297964,1022,6,405,9.28505106778087e-05
0.467438494934877,3507,60,406,0.000928505106778087
0.833907649896623,461,8,407,0.000123800680903745
0.278445229681979,1698,56,408,0.000866604766326215
0.623695976154993,929,29,409,0.000448777468276076
0.883874518436984,715,18,410,0.000278551532033426
0.965471447543161,847,11,411,0.000170225936242649
0.788521522145976,713,2,412,3.09501702259362e-05
0.502463054187192,1721,56,413,0.000866604766326215
0.864066852367688,956,27,414,0.000417827298050139
0.61667703795893,1355,26,415,0.000402352212937171
0.778921865536039,1271,40,416,0.000619003404518725
0.83914373088685,335,9,417,0.000139275766016713
0.277524429967427,1425,51,418,0.000789229340761374
0.719065656565657,1250,6,419,9.28505106778087e-05
0.962842242503259,1062,11,420,0.000170225936242649
0.533177205308353,863,19,421,0.000294026617146394
0.986338797814208,290,1,422,1.54750851129681e-05
0.760550458715596,2915,32,423,0.00049520272361498
0.877427997320831,1171,21,424,0.000324976787372331
0.921471927162367,2179,35,425,0.000541627978953884
0.981223922114047,333,12,426,0.000185701021355617
0.448257930317213,5656,420,427,0.00649953574744661
0.638643067846608,390,4,428,6.19003404518725e-05
0.584821428571429,3132,65,429,0.00100588053234293
0.825527534740093,1813,23,430,0.000355926957598267
0.788867562380038,660,26,431,0.000402352212937171
0.932379713914174,521,12,432,0.000185701021355617
0.878857142857143,1129,14,433,0.000216651191581554
0.472501478415139,464,9,434,0.000139275766016713
0.199737187910644,1435,20,435,0.000309501702259362
0.884218289085546,1413,13,436,0.000201176106468586
0.686226065472514,641,7,437,0.000108325595790777
0.530361757105943,1592,47,438,0.000727329000309502
0.786184210526316,753,34,439,0.000526152893840916
0.877347417840376,1121,15,440,0.000232126276694522
0.910632746249185,525,17,441,0.000263076446920458
0.108991825613079,553,34,442,0.000526152893840916
0.470051340559042,2582,162,443,0.00250696378830084
0.855534709193246,787,17,444,0.000263076446920458
0.638961038961039,1829,64,445,0.00099040544722996
0.713119899560578,1058,7,446,0.000108325595790777
0.84850455136541,921,43,447,0.000665428659857629
0.143487858719647,2127,77,448,0.00119158155369855
0.215098861593769,539,26,449,0.000402352212937171
0.822942643391521,770,11,450,0.000170225936242649
0.816208393632417,2657,37,451,0.000572578149179821
0.803860523038605,1547,45,452,0.000696378830083565
0.922342457033736,564,13,453,0.000201176106468586
0.845060412224591,636,11,454,0.000170225936242649
0.819763828464885,2125,60,455,0.000928505106778087
0.0743889479277365,3202,92,456,0.00142370783039307
0.884615384615385,1827,31,457,0.000479727638502012
0.794392523364486,1858,25,458,0.000386877127824203
0.939393939393939,751,5,459,7.73754255648406e-05
0.261666666666667,2087,76,460,0.00117610646858558
0.877600979192166,554,9,461,0.000139275766016713
0.812618296529968,1108,22,462,0.000340451872485299
0.56964656964657,1243,25,463,0.000386877127824203
0.848341232227488,430,4,464,6.19003404518725e-05
0.749014454664915,1300,13,465,0.000201176106468586
0.692210259658011,791,25,466,0.000386877127824203
0.739330269205516,1547,21,467,0.000324976787372331
0.974202308214528,1039,5,468,7.73754255648406e-05
0.965087281795511,735,1,469,1.54750851129681e-05
0.765917602996255,1071,15,470,0.000232126276694522
0.910128388017118,664,24,471,0.000371402042711235
0.589272030651341,1704,39,472,0.000603528319405757
0.890278567367823,793,22,473,0.000340451872485299
0.95734908136483,1126,16,474,0.00024760136180749
0.233472029588534,2096,64,475,0.00099040544722996
0.047001620745543,2136,115,476,0.00177963478799133
0.879725085910653,1058,25,477,0.000386877127824203
0.517029972752044,1423,16,478,0.00024760136180749
0.78625472887768,983,5,479,7.73754255648406e-05
0.8095,404,38,480,0.000588053234292789
0.966901408450704,3546,31,481,0.000479727638502012
0.126269035532995,1647,77,482,0.00119158155369855
0.603355704697987,743,32,483,0.00049520272361498
0.87051282051282,890,11,484,0.000170225936242649
0.83301827347196,769,7,485,0.000108325595790777
0.846208362863218,1176,29,486,0.000448777468276076
0.997214484679666,272,2,487,3.09501702259362e-05
0.687582562747688,1546,16,488,0.00024760136180749
0.948275862068965,8597,504,489,0.00779944289693593
0.891855807743658,817,21,490,0.000324976787372331
0.924010217113665,1959,42,491,0.000649953574744661
0.459657701711492,1431,17,492,0.000263076446920458
0.564048124557679,2425,62,493,0.000959455277004024
0.797554347826087,776,9,494,0.000139275766016713
0.193213296398892,1324,25,495,0.000386877127824203
0.872111767866738,1783,45,496,0.000696378830083565
0.791495198902606,1416,32,497,0.00049520272361498
0.684015786877158,3142,71,498,0.00109873104302074
0.620198265179678,621,8,499,0.000123800680903745
0.951557093425606,954,16,500,0.00024760136180749
0.768201284796574,512,4,501,6.19003404518725e-05
0.818548387096774,797,7,502,0.000108325595790777
0.276330690826727,3939,73,503,0.00112968121324667
0.983870967741936,280,1,504,1.54750851129681e-05
0.964957819597664,855,34,505,0.000526152893840916
0.821940928270042,729,4,506,6.19003404518725e-05
0.905489923558026,1582,55,507,0.000851129681213247
0.920353982300885,801,10,508,0.000154750851129681
0.771766169154229,1056,39,509,0.000603528319405757
0.817381092190253,1155,17,510,0.000263076446920458
0.861318830727396,830,17,511,0.000263076446920458
0.706455542021925,979,15,512,0.000232126276694522
0.407849829351536,1465,164,513,0.00253791395852677
0.244170984455959,1141,44,514,0.000680903744970597
0.7198606271777,728,7,515,0.000108325595790777
0.836139896373057,1595,52,516,0.000804704425874342
0.857245854361932,476,9,517,0.000139275766016713
0.828005115089514,1884,42,518,0.000649953574744661
0.194812069878242,1807,100,519,0.00154750851129681
0.767845230153436,1574,55,520,0.000851129681213247
0.79951397326853,940,9,521,0.000139275766016713
0.870588235294118,878,18,522,0.000278551532033426
0.789364640883978,513,11,523,0.000170225936242649
0.889118457300276,1806,93,524,0.00143918291550604
0.827129337539432,393,2,525,3.09501702259362e-05
0.858731196860693,1772,44,526,0.000680903744970597
0.798623063683305,859,12,527,0.000185701021355617
0.917213114754098,2302,21,528,0.000324976787372331
0.920430107526882,1012,10,529,0.000154750851129681
0.802941176470588,1119,17,530,0.000263076446920458
0.881930854533594,1387,24,531,0.000371402042711235
0.227104722792608,2406,54,532,0.000835654596100279
0.912234042553191,1173,15,533,0.000232126276694522
0.392922794117647,2951,101,534,0.00156298359640978
0.856363636363636,1576,10,535,0.000154750851129681
0.903426791277259,668,31,536,0.000479727638502012
0.696376101860921,1497,30,537,0.000464252553389044
0.678466076696165,929,2,538,3.09501702259362e-05
0.937655860349127,847,5,539,7.73754255648406e-05
0.81440622972096,1420,32,540,0.00049520272361498
0.242098184263618,1953,63,541,0.000974930362116992
0.780283167278448,2302,40,542,0.000619003404518725
0.927804295942721,2365,40,543,0.000619003404518725
0.552913198573127,445,1,544,1.54750851129681e-05
0.927670869276709,1096,20,545,0.000309501702259362
0.917320458660229,1620,33,546,0.000510677808727948
0.90632603406326,341,8,547,0.000123800680903745
0.675432525951557,451,2,548,3.09501702259362e-05
0.929321203638908,1095,19,549,0.000294026617146394
0.860449285228046,1065,8,550,0.000123800680903745
0.935328701229289,1268,8,551,0.000123800680903745
0.14502307185234,776,6,552,9.28505106778087e-05
0.822406110757479,637,3,553,4.64252553389044e-05
0.954428754813864,263,5,554,7.73754255648406e-05
0.681208053691275,1982,15,555,0.000232126276694522
0.91778774289985,1201,27,556,0.000417827298050139
0.924675324675325,958,14,557,0.000216651191581554
0.607843137254902,1450,42,558,0.000649953574744661
0.792207792207792,1096,3,559,4.64252553389044e-05
0.959901295496607,1899,53,560,0.00082017951098731
0.205769230769231,868,5,561,7.73754255648406e-05
0.602158828064765,2331,59,562,0.000913030021665119
0.954798331015299,645,45,563,0.000696378830083565
0.709215442092154,2576,67,564,0.00103683070256886
0.0885093167701863,1658,57,565,0.000882079851439183
0.774577332498435,1774,9,566,0.000139275766016713
0.982228298017772,543,14,567,0.000216651191581554
0.824631860776439,498,32,568,0.00049520272361498
0.502575844304522,1471,76,569,0.00117610646858558
0.558125741399763,995,24,570,0.000371402042711235
0.525706940874036,1236,26,571,0.000402352212937171
0.835016835016835,1706,22,572,0.000340451872485299
0.0868312757201646,2731,125,573,0.00193438563912102
0.906188925081433,803,45,574,0.000696378830083565
0.881962864721485,1772,47,575,0.000727329000309502
0.189209726443769,2017,83,576,0.00128443206437635
0.817354043920729,1522,20,577,0.000309501702259362
0.653230966090851,919,8,578,0.000123800680903745
0.846701164294955,1138,35,579,0.000541627978953884
0.879548306148055,1806,37,580,0.000572578149179821
0.810542398777693,746,13,581,0.000201176106468586
0.888384166125892,944,8,582,0.000123800680903745
0.918509159823121,453,9,583,0.000139275766016713
